일자,시가,고가,저가,종가,종가 단순 5,10,20,60,120,거래량,단순 5,20,60,120,
2021/03/15,82800,82900,81800,81800,81780,82300,82700,82555,72602.5,13735798,19308771,23372173,28351133,24641292,
2021/03/12,83100,83500,82400,82800,81820,82370,82690,82415,72424.17,13530573,20089862,23836672,28430315,24698896,
2021/03/11,81000,82500,81000,82000,81680,82620,82685,82250,72225.83,23818297,21485542,24205060,28869520,24719617,
2021/03/10,82400,82500,80700,80900,81760,82620,82735,82115,72035.83,20038422,21591549,23781083,28873849,24770492,
2021/03/09,81400,81900,80600,81400,82380,82730,82865,81961.67,71848.33,25420764,21560291,23681004,28956547,24858484,
2021/03/08,82900,83000,81600,82000,82820,82810,82920,81820,71659.17,17641256,23175774,23618550,29007710,24909290,
2021/03/05,81100,82600,81100,82100,82920,82870,83050,81645,71446.67,20508971,27351683,23842097,29182531,24917995,
2021/03/04,82600,83200,82200,82400,83560,82870,83165,81438.33,71225.83,24348331,30081086,24131753,29235348,24931580,
2021/03/03,83500,84000,82800,84000,83480,82950,83195,81223.33,71009.17,19882132,30572950,24316678,29324608,24965218,
2021/03/02,85100,85300,83000,83600,83080,83040,83095,80953.33,70762.5,33498180,30713986,25303370,29365359,24940414,
2021/02/26,82800,83400,82000,82500,82800,83100,83100,80671.67,70517.5,38520800,29098327,25221451,29537239,24822622,
2021/02/25,84000,85400,83000,85300,82820,83010,83255,80433.33,70280,34155986,26570343,24616565,29129616,24773877,
2021/02/24,81800,83600,81300,82000,82180,82750,83325,80145,70030.83,26807651,24004683,24567712,28877405,24611076,
2021/02/23,81200,82900,81100,82000,82420,82850,83695,79888.33,69810.83,20587314,22304699,24590256,28971396,24522650,
2021/02/22,83800,84200,82200,82200,83000,83000,83935,79650,69597.5,25419886,22283857,25103974,29164244,24498186,
2021/02/19,82300,82800,81000,82600,83400,83030,84230,79405,69382.5,25880879,21905821,25098880,29192820,24403201,
2021/02/18,83200,83600,82100,82100,83200,83230,84460,79106.67,69161.67,21327683,21334798,25065392,29012616,24312993,
2021/02/17,83900,84200,83000,83200,83320,83460,84705,78815,68943.33,18307735,21248928,25993761,28933660,24311448,
2021/02/16,84500,86000,84200,84900,83280,83440,84795,78508.33,68711.67,20483100,20655134,27239771,29011261,24412101,
2021/02/15,83800,84500,83300,84200,83000,83150,84950,78188.33,68485.83,23529706,20165881,27887207,29173277,24382497,
2021/02/10,82600,82600,81600,81600,82660,83100,85225,77890,68270.83,23025766,20294277,28030420,29387021,24397315,
2021/02/09,84000,84800,82700,82700,83260,83500,85630,77583.33,68074.17,20898332,20111565,28682574,29528405,24336038,
2021/02/08,83800,84200,83000,83000,83600,83900,86025,77221.67,67874.17,15338765,21192314,30071778,29510109,24345964,
2021/02/05,83100,84000,82500,83500,83600,84540,86425,76860,67674.17,18036835,23733927,33820149,29681605,24372924,
2021/02/04,83500,83800,82100,82500,83300,84870,86690,76471.67,67463.33,24171688,28049756,35868972,29698884,24430183,
2021/02/03,84800,85400,83400,84600,83540,85430,86710,76100,67257.5,22112205,29587380,36292620,29560905,24376871,
2021/02/02,84100,86400,83700,84400,83740,85690,86590,75691.67,67031.67,26302077,30449553,37291461,29474205,24348867,
2021/02/01,81700,83400,81000,83000,84200,85950,86565,75290,66811.67,28046832,31824925,37743140,29379829,24309899,
2021/01/29,84500,85000,82000,82000,85480,86150,86565,74881.67,66594.17,39615978,31667265,38273562,29274357,24224006,
2021/01/28,83200,85600,83200,83700,86440,86750,86515,74495,66388.33,31859808,29916402,37763635,28863273,24055704,
2021/01/27,86600,87700,85600,85600,87320,87350,86245,74056.67,66164.17,26423070,28608042,37687617,28673761,23966530,
2021/01/26,88800,89200,86500,86700,87640,87760,85900,73573.33,65933.33,33178936,28365654,38370715,28681840,23929199,
2021/01/25,87000,89900,86300,89400,87700,88150,85455,73096.67,65702.5,27258534,29708875,38336912,28506141,23813419,
2021/01/22,89000,89700,86800,86800,86820,88310,84680,72590,65449.17,30861661,32902759,37944552,28292313,23890236,
2021/01/21,87500,88600,86500,88100,87060,88510,83955,72140,65214.17,25318011,33416788,37216714,28065626,24036652,
2021/01/20,89000,89000,86500,87200,87380,87990,83200,71678.33,64943.33,25211127,33631980,36969181,27864796,24001122,
2021/01/19,84500,88000,83600,87000,87880,87490,82490,71228.33,64668.33,39895044,35803524,36589276,27599981,23882651,
2021/01/18,86600,87300,84100,85000,88600,87180,81805,70780,64394.17,43227951,37560999,35809185,27173299,23685316,
2021/01/15,89800,91800,88000,88000,89800,86980,81245,70378.33,64141.67,33431809,46976644,34523391,26714557,23432459,
2021/01/14,88700,90000,88700,89700,89960,86280,80535,69926.67,63869.17,26393970,52092944,33894984,26479462,23306338,
2021/01/13,89800,91200,89100,89700,88600,85140,79740,69431.67,63573.33,36068848,53343078,33650807,26280812,23173951,
2021/01/12,90300,91400,87800,90600,87100,84040,78925,68928.33,63279.17,48682416,54547111,32771698,25955568,22957512,
2021/01/11,90000,96800,89500,91000,85760,82760,78040,68418.33,62972.5,90306177,51877762,32331723,25440132,22691651,
2021/01/08,83300,90000,83000,88800,84160,81050,77185,67916.67,62670,59013307,41547581,29020314,24203141,22139528,
2021/01/07,82800,84200,82700,82900,82600,79400,76330,67451.67,62378.33,32644642,35628404,27319666,23540379,21766663,
2021/01/06,83300,84500,82100,82200,81680,78410,75830,67076.67,62132.5,42089013,35167366,27111959,23265399,21596626,
2021/01/05,81600,83900,81600,83900,80980,77490,75295,66701.67,61886.67,35335669,34766572,26414035,22973748,21360174,
2021/01/04,81000,84400,80200,83000,79760,76430,74585,66301.67,61627.5,38655276,34200012,25831151,22632517,21207834,
2020/12/30,77400,81300,77300,81000,77940,75510,73910,65901.67,61377.5,29417421,30351222,25383584,22229327,21049578,
2020/12/29,78800,78900,77300,78300,76200,74790,73250,65530,61147.5,30339449,27728720,25029072,22076174,21060767,
2020/12/28,79000,80100,78200,78700,75140,74340,72670,65195,60953.33,40085044,25734301,25702650,21828910,20973410,
2020/12/24,74100,78800,74000,77800,74000,73810,72145,64853.33,60744.17,32502870,21239898,24401569,21371060,20738434,
2020/12/23,72400,74000,72300,73900,73100,73320,71655,64521.67,60536.67,19411326,19597967,23727592,21020090,20585431,
2020/12/22,72500,73200,72100,72300,73080,73320,71290,64253.33,60359.17,16304910,19218118,24379379,20989302,20562888,
2020/12/21,73100,73400,72000,73000,73380,73260,71060,64025,60196.67,20367355,20129870,25172045,21052743,20603323,
2020/12/18,73300,73700,73000,73000,73540,73250,70785,63778.33,60025,17613029,20358482,25510397,21060461,20581737,
2020/12/17,73400,73700,72600,73300,73620,73100,70370,63548.33,59860.83,24293214,20533211,25383180,21019250,20614756,
2020/12/16,74100,74500,73400,73800,73540,72740,69935,63315,59682.5,17512081,23651153,24998034,20929106,20566826,
2020/12/15,73800,74100,73300,73800,73560,72310,69485,63076.67,59508.33,20863671,24964336,25270619,21055710,20625222,
2020/12/14,73600,74500,73200,73800,73140,71710,69080,62863.33,59321.67,21510415,25791670,25737640,20992007,20602076,
2020/12/11,73500,73800,73100,73400,72960,71000,68705,62650,59140,18486672,27187686,26479836,20931451,20537833,
2020/12/10,72700,73800,72500,72900,72580,70480,68195,62433.33,58969.17,39882928,29116458,27130944,20967478,20535094,
2020/12/09,72100,73900,72000,73900,71940,69990,67600,62201.67,58797.5,24077996,25875470,26126826,20569714,20335928,
2020/12/08,72200,72900,71600,71700,71060,69260,66970,61956.67,58616.67,25000338,27000660,26204352,20667136,20357549,
2020/12/07,72400,73500,71900,72900,70280,68860,66395,61735,58453.33,28490496,26466027,25908013,20760420,20330950,
2020/12/04,70400,72100,70100,71500,69040,68320,65760,61498.33,58261.67,28130533,29530131,25278136,20810870,20333303,
2020/12/03,70100,70500,69300,69700,68380,67640,65190,61248.33,58101.67,23677989,26716711,24717121,20653459,20323682,
2020/12/02,68400,69900,68300,69500,68040,67130,64720,61013.33,57973.33,29703942,25785778,24565195,20627811,20408158,
2020/12/01,67100,68300,67100,67800,67460,66660,64170,60795,57855.83,22327173,26334402,24165926,20605828,20300146,
2020/11/30,68400,68600,66700,66700,67440,66450,63720,60571.67,57753.33,43811016,28300615,23797113,20515470,20314077,
2020/11/27,68000,68400,67600,68200,67600,66410,63255,60363.33,57655,14063434,24965291,22631016,20108005,20162610,
2020/11/26,66100,68000,66000,68000,66900,65910,62675,60126.67,57549.17,19023323,25166341,23273237,20418137,20234945,
2020/11/25,67900,68300,66500,66600,66220,65210,62180,59916.67,57437.5,32447065,24679734,23453919,20344747,20411586,
2020/11/24,67900,69500,67000,67700,65860,64680,61800,59733.33,57336.67,32158235,22783079,22553010,20073905,20551676,
2020/11/23,64800,67800,64700,67500,65460,63930,61405,59545,57200.83,27134398,22392250,21808119,19832128,20402423,
2020/11/20,63900,65200,63900,64700,65220,63200,61050,59360,57065,15068682,24236237,21114810,19613583,20317547,
2020/11/19,64100,64800,63900,64600,64920,62740,60825,59216.67,56948.33,16590290,27524266,20827488,19613370,20421949,
2020/11/18,65700,66200,64700,64800,64200,62310,60600,59071.67,56830,22963790,28166323,20712678,19689236,20544608,
2020/11/17,67000,67000,65600,65700,63500,61680,60405,58915,56705.83,30204089,28699267,20349661,19812940,20516147,
2020/11/16,64000,66700,63900,66300,62400,60990,60165,58783.33,56568.75,36354334,26473160,19805762,19591718,20390508,
2020/11/13,61300,63200,61000,63200,61180,60100,59850,58651.67,56423.33,31508829,22380885,18711795,19407609,20207038,
2020/11/12,61000,61400,60700,61000,60560,59440,59665,58565,56302.92,19800573,19461165,17964063,19143671,20108684,
2020/11/11,60700,61400,60400,61300,60420,59150,59615,58526.67,56210.83,25628510,19628946,17861846,19181819,20068256,
2020/11/10,60500,60500,59500,60200,59860,58920,59595,58488.33,56116.67,19073552,18846956,17384756,19064243,19978826,
2020/11/09,60700,60900,60100,60200,59580,58880,59630,58455,56034.17,15892961,18022429,17393460,19161482,20029615,
2020/11/06,60700,60800,59600,60100,59020,58900,59640,58415,55939.17,16910230,18941652,17406104,19192838,20067857,
2020/11/05,59000,60300,58800,60300,58320,58910,59620,58371.67,55837.08,20639475,20941175,17790088,19223529,20080798,
2020/11/04,58900,59000,57800,58500,57880,58890,59600,58333.33,55734.58,21718561,21340673,17501206,19239969,20069686,
2020/11/03,57900,58900,57600,58800,57980,59130,59625,58306.67,55651.67,14950919,19882737,17138470,19173655,20057225,
2020/11/02,56400,57500,56000,57400,58180,59340,59620,58281.67,55560.83,20489076,20344637,17402338,19248135,20127914,
2020/10/30,58000,58000,56600,56600,58780,59600,59660,58271.67,55485.83,26907844,18900467,17153063,19259299,20093486,
2020/10/29,58200,58500,57500,58100,59500,59890,59740,58293.33,55420.83,22636966,15383344,16438374,19176557,19996918,
2020/10/28,59400,59400,58800,59000,59900,60080,59730,58308.33,55343.33,14428882,13714770,15878760,19120697,19923980,
2020/10/27,60300,60300,59500,59800,60280,60270,59670,58308.33,55261.67,17260416,13969682,16035517,19488159,19954325,
2020/10/26,60400,61100,60100,60400,60500,60380,59610,58288.33,55167.5,13268226,14382822,16178066,20007678,20027852,
2020/10/23,60400,60400,59800,60200,60420,60380,59500,58208.33,55080.83,9322232,14624174,16556174,20137448,20047322,
2020/10/22,60300,60500,59800,60100,60280,60330,59450,58108.33,54996.67,14294095,16070566,16847082,20165320,20103765,
2020/10/21,61200,61500,60600,60900,60260,60310,59410,58008.33,54911.25,15703443,16762993,17076605,20197334,20101726,
2020/10/20,60300,60900,60100,60900,60260,60120,59340,57905,54815,19326115,16839648,17546851,20150361,20101017,
2020/10/19,59600,60200,59500,60000,60260,59900,59345,57811.67,54722.92,14474985,16823951,17432618,20133213,20096253,
2020/10/16,60000,60400,59000,59500,60340,59720,59395,57715,54638.33,16554190,17158121,17602722,20067089,20130744,
2020/10/15,60700,60800,59700,60000,60380,59590,59440,57630,54552.92,17756232,18765268,17807427,19959456,20221188,
2020/10/14,61000,61100,60500,60900,60360,59380,59390,57526.67,54470.42,16086716,18186389,17720470,19943170,20255439,
2020/10/13,61000,61400,60400,60900,59980,59070,59305,57423.33,54391.25,19247631,17861811,18412299,20075916,20388397,
2020/10/12,60000,60400,59900,60400,59540,58840,59180,57305,54292.08,16145837,18057943,18979787,19992947,20422582,
2020/10/08,60500,60700,59500,59700,59100,58620,59095,57188.33,54197.08,24589924,17929488,19748371,19927853,20406418,
2020/10/07,58700,59900,58500,59900,58800,58570,58935,57071.67,54102.08,14861838,15534319,19453169,19746600,20321767,
2020/10/06,59400,59900,58700,59000,58400,58510,58720,56953.33,54013.33,14463826,14850888,19817033,19783150,20346578,
2020/10/05,57500,59200,57500,58700,58160,58560,58590,56853.33,53930.83,20228289,15470927,20513087,19869830,20414613,
2020/09/29,58300,59000,58200,58200,58140,58790,58375,56765,53846.67,15503563,15447549,20346959,20045359,20454463,
2020/09/28,58300,58800,57900,58200,58140,59070,58175,56711.67,53775,12614080,16512912,20539937,20117910,20587967,
2020/09/25,57700,58200,57700,57900,58340,59290,57965,56635,53695.83,11444683,17018174,21542801,20105807,20677814,
2020/09/24,57700,58600,57600,57800,58620,59400,57840,56551.67,53605,17564020,18506151,21701561,20150772,20772314,
2020/09/23,58400,58800,57400,58600,58960,59540,57730,56465,53513.33,20111398,20015019,21633189,20136474,20806123,
2020/09/22,59100,59700,57800,58200,59440,59520,57620,56368.33,53406.67,20830381,19401028,21510199,20153904,20865691,
2020/09/21,59100,60000,59000,59200,60000,59570,57530,56271.67,53319.58,15140387,18810367,21169765,20103013,20947557,
2020/09/18,59800,59900,59100,59300,60240,59300,57375,56173.33,53225,18884571,19911945,21165540,20210262,21044698,
2020/09/17,60700,60800,59300,59500,60180,58930,57205,56050,53133.33,25108356,19338451,21278426,20204546,21219795,
2020/09/16,61100,61300,60600,61000,60120,58620,57000,55940,53035.83,17041444,20301438,21542310,20194733,21362101,
2020/09/15,60900,61000,60500,61000,59600,57960,56840,55780,52932.92,17877075,23012629,21536773,20212145,21659555,
2020/09/14,60200,60800,59900,60400,59140,57280,56710,55630,52815.83,20648281,25740718,21908311,20144216,21925596,
2020/09/11,59300,59400,58200,59000,58360,56640,56590,55505,52666.67,16017098,25348238,21659524,20102711,22101040,
2020/09/10,59900,60000,59100,59200,57680,56280,56575,55393.33,52553.33,29923293,26572640,21963142,20102142,22381981,
2020/09/09,58200,59300,57800,58400,57120,55920,56565,55276.67,52417.92,30597399,26264966,21395674,20047963,22607000,
2020/09/08,57400,58700,57200,58700,56320,55720,56555,55171.67,52311.25,31517520,23526630,21111200,19901480,22686627,
2020/09/07,56100,57300,55800,56500,55420,55490,56510,55025,52216.25,18685880,21095750,20424039,19855736,22850798,
2020/09/04,55200,55800,55100,55600,54920,55450,56560,54955,52152.92,22139109,23892847,20427330,19993905,22972915,
2020/09/03,55600,56700,55500,56400,54880,55480,56680,54933.33,52105.83,28384920,22389003,20401669,20188505,23283947,
2020/09/02,54600,55100,54100,54400,54720,55380,56705,54916.67,52059.17,16905723,19951333,19869408,19994465,23448656,
2020/09/01,54100,54800,54100,54200,55120,55720,56850,54935,52040,19363117,20100507,19995107,20112683,23688669,
2020/08/31,56000,56100,54000,54000,55560,56140,56980,54946.67,52043.33,32671367,19032224,20084898,20217214,23794864,
2020/08/28,56100,56300,55400,55400,55980,56540,57175,54971.67,52045,14619888,15509130,19548497,20051752,23774781,
2020/08/27,56300,56300,55600,55600,56080,56870,57355,54958.33,52054.17,16196568,16813610,19781770,20478426,23808921,
2020/08/26,56400,56500,55700,56400,56040,57210,57525,54940,52072.5,17651593,19651502,20795772,21029447,23854775,
2020/08/25,56400,56800,56100,56400,56320,57390,57635,54856.67,52080.83,14021705,19507327,22334771,20972719,23914059,
2020/08/24,55800,56600,55400,56100,56720,57530,57595,54770,52072.5,15055896,21764551,22686407,21021510,24049964,
2020/08/21,56200,56900,55800,55900,57100,57670,57500,54680,52063.33,21142288,21887882,22483338,21230528,24177860,
2020/08/20,57600,57600,55300,55400,57660,57880,57410,54588.33,52049.17,30386029,22077316,22236971,21399979,24252126,
2020/08/19,59000,59200,57800,57800,58380,58030,57375,54496.67,52053.33,16930719,19714897,21361922,21219353,24192322,
2020/08/18,58900,59900,58000,58400,58460,57980,57250,54354.17,52042.5,25307825,21310336,21430249,21189299,24263592,
2020/08/14,58000,58400,57700,58000,58340,57820,57040,54195,52038.33,15672548,19803629,20690234,21006467,24251739,
2020/08/13,59400,59600,58000,58700,58240,57810,56860,54040.83,52028.33,22089460,20419463,20411416,21073696,24334697,
2020/08/12,58200,59000,57700,59000,58100,57840,56615,53895,52032.5,18573934,20326746,20145899,20954693,24265430,
2020/08/11,58000,59500,57800,58200,57680,57840,56400,53745,52040.83,24907912,20159900,20419775,20893409,24232246,
2020/08/10,57600,58300,57500,57800,57500,57880,56180,53613.33,52057.5,17774291,19062256,19887853,20897749,24132609,
2020/08/07,57900,58400,57100,57500,57300,57660,55960,53463.33,52074.17,18751717,19739186,19611148,20942877,24123442,
2020/08/06,57100,58400,57100,58000,57380,57330,55720,53302.5,52107.5,21625874,20377512,19359300,20938067,24040016,
2020/08/05,57300,57500,56300,56900,57580,56940,55460,53135.83,52139.17,17739706,19909408,19130749,20899402,23970435,
2020/08/04,57200,58100,57000,57300,58000,56720,55265,52996.67,52170.83,19419694,23656789,19226996,20940795,23976352,
