일자,시가,고가,저가,종가,종가 단순 5,10,20,60,120,거래량,단순 5,20,60,120,
2021/03/09,134000,137500,130500,136500,140200,141000,135200,128100,108312.5,7822152,6383033,6216228,5590195,4724382,
2021/03/08,143000,143000,135500,135500,141800,141000,134625,127791.67,107836.67,5587787,6693907,6055151,5546348,4687367,
2021/03/05,138000,141500,136500,140000,143000,140750,134350,127450,107360.83,6091444,7745004,5960446,5590865,4664027,
2021/03/04,143000,145500,139500,142000,144700,139350,133850,126975,106850,6586562,8514014,5899877,5599640,4651453,
2021/03/03,142500,147000,139500,147000,143500,138150,133000,126425,106322.5,5827221,9011663,5851564,5614670,4654919,
2021/03/02,149000,150500,141000,144500,141800,136700,131775,125650,105726.67,9376523,9126226,5929769,5591808,4626103,
2021/02/26,143500,145000,138000,141500,140200,135450,130700,124866.67,105149.17,10843268,8843225,5774484,5500163,4569121,
2021/02/25,141000,149500,140000,148500,138500,133900,130050,124155,104595.83,9936495,8071877,5485743,5352376,4521370,
2021/02/24,137500,143500,134000,136000,134000,131600,129075,123336.67,104006.67,9074809,6843063,5302424,5235656,4459499,
2021/02/23,133500,140000,131500,138500,132800,130500,129025,122690,103532.5,6400037,5752336,5101777,5152435,4419071,
2021/02/22,136000,139500,135000,136500,131600,129400,128525,122025,103035,7961516,5116067,4978163,5108535,4405254,
2021/02/19,129000,133000,128500,133000,130700,128250,128275,121416.67,102539.17,6986526,4600669,4733471,5044993,4367854,
2021/02/18,128500,130000,125500,126000,129300,127950,128150,120813.33,102060,3792425,4055869,4629809,4968951,4345454,
2021/02/17,131000,131000,128000,130000,129200,128350,128375,120350,101630.83,3621178,4332803,4665853,4951856,4378018,
2021/02/16,132500,134000,130500,132500,128200,127850,128375,119816.67,101145.83,3218689,4183861,4781166,4953737,4408343,
2021/02/15,130000,132500,130000,132000,127200,126850,128125,119243.33,100666.67,5384526,4239584,4862137,4987063,4448423,
2021/02/10,125500,127000,124500,126000,125800,125950,128050,118676.67,100217.5,4262526,4082803,4861924,5051892,4444771,
2021/02/09,127500,130000,125000,125500,126600,126200,128400,118071.67,99835.83,5177095,3969035,4988350,5043755,4430830,
2021/02/08,127500,128000,125000,125000,127500,126550,128575,117448.33,99462.5,2876471,3909629,5164539,5024244,4421432,
2021/02/05,126500,128000,124500,127500,127500,127550,128975,116815,99095.83,3497303,4458396,5578449,5020280,4427427,
2021/02/04,127500,128500,124000,125000,126500,127650,129500,116131.67,98710.83,4600618,5237197,5839235,5009488,4425233,
2021/02/03,131000,131500,128500,130000,126100,128300,129975,115481.67,98347.5,3693688,5571239,5908269,4973550,4414205,
2021/02/02,128500,132500,127000,130000,125800,128350,130025,114753.33,97935.83,4880067,5846193,6149872,4959718,4424646,
2021/02/01,121000,126000,118000,125000,125600,128400,130050,114021.67,97528.33,5620305,6124201,6264880,4946423,4412245,
2021/01/29,128500,128500,121500,122500,127600,128900,130100,113325,97159.17,7391307,6012512,6383615,4915789,4403217,
2021/01/28,124000,125500,121500,123000,128800,129400,129900,112640,96818.33,6270829,5319804,6223809,4826896,4366672,
2021/01/27,129500,132000,127500,128500,130500,130150,129550,111916.67,96475,5068456,4679174,6120714,4755722,4343441,
2021/01/26,134000,134000,128500,129000,130900,130600,128900,111106.67,96094.17,6270106,4648139,6108548,4716422,4341613,
2021/01/25,130000,135000,129500,135000,131200,130600,128350,110318.33,95730,5061864,4296781,5969374,4655876,4346619,
2021/01/22,131500,132000,128500,128500,130200,130400,127400,109450,95298.33,3927767,4469892,5874939,4601071,4335434,
2021/01/21,131500,133000,130000,131500,130000,131350,126600,108685,94920,3067677,4651961,5892092,4573372,4340525,
2021/01/20,134000,135000,130000,130500,129800,131650,125825,107880,94514.17,4913282,5114482,5917999,4549958,4338167,
2021/01/19,131000,132000,128500,130500,130300,131700,125225,107103.33,94124.17,4513315,5490034,5822875,4511563,4327784,
2021/01/18,126000,131000,125000,130000,130000,131700,124675,106316.67,93723.33,5927419,6327546,5779706,4479574,4320104,
2021/01/15,133000,135000,127000,127500,130600,131300,124050,105546.67,93333.33,4838114,7372997,5594013,4462882,4294678,
2021/01/14,132500,133000,129000,130500,132700,130400,123550,104841.67,92971.67,5380278,8147976,5489902,4492624,4289202,
2021/01/13,129000,133500,128500,133000,133500,128950,122875,104111.67,92569.17,6791044,8268180,5374226,4455453,4261105,
2021/01/12,132000,133500,125500,129000,133100,127200,122000,103316.67,92151.67,8700877,8615121,5231902,4382861,4217672,
2021/01/11,138000,140000,131000,133000,133400,126100,121375,102618.33,91765.83,11154671,8310991,5207145,4284561,4164434,
2021/01/08,136000,138000,132500,138000,132000,124400,120750,101843.33,91349.17,8713010,7679060,4923950,4152380,4096682,
2021/01/07,132500,137500,131500,134500,128100,121850,119600,101013.33,90890,5981299,6775496,4715122,4113420,4041145,
2021/01/06,132500,137000,130000,131000,124400,120000,118775,100196.67,90460.83,8525749,6421019,4675625,4088136,4008642,
2021/01/05,124500,132500,124000,130500,121300,118750,117975,99395,90059.17,7180224,5680896,4662278,4001554,3955941,
2021/01/04,124500,128000,120500,126000,118800,117650,117025,98610,89663.33,7995016,4942178,4634162,3919456,3929459,
2020/12/30,116000,118500,114500,118500,116800,116800,116175,97893.33,89310.83,4195192,3977806,4608830,3832042,3892197,
2020/12/29,118000,118500,114000,116000,115600,116700,115275,97305,89030,4208916,3992936,4621846,3818737,3883873,
2020/12/28,119000,119500,115000,115500,115600,116800,114350,96771.67,88780,4825132,3868314,4605292,3827053,3870147,
2020/12/24,116000,118500,115500,118000,116200,116800,113515,96221.67,88529.17,3486636,3505447,4462838,3799202,3848237,
2020/12/23,113000,116000,112500,116000,116500,116650,112585,95636.67,88249.17,3173156,3538109,4435171,3794518,3846643,
2020/12/22,115000,115500,112500,112500,116800,117100,111645,95108.33,87993.33,4270842,3346188,4480589,3848325,3840054,
2020/12/21,118000,118000,114500,116000,117800,117350,110950,94626.67,87765,3585805,3043200,4455349,3851129,3845994,
2020/12/18,118500,119000,117500,118500,118000,117550,110150,94048.33,87495,3010798,2939392,4483510,3860365,3840549,
2020/12/17,118500,119500,117000,119500,117400,117200,109065,93481.67,87212.5,3649945,3126142,4454170,3878568,3839538,
2020/12/16,119000,119500,117000,117500,116800,116400,108000,92885,86919.17,2213552,4037302,4410007,3904391,3837431,
2020/12/15,118500,118500,115000,117500,117400,115550,107025,92296.67,86656.67,2755902,4692744,4486031,3935083,3852984,
2020/12/14,116000,119000,115500,117000,116900,113850,106055,91696.67,86378.33,3066761,5048855,4609151,3941136,3854650,
2020/12/11,118000,118000,115000,115500,117100,111900,105105,91111.67,86110.83,3944552,5473774,4919527,3988347,3847154,
2020/12/10,117000,118500,115500,116500,117000,110230,103815,90520,85860,8205744,6336626,4911013,3990932,3841083,
2020/12/09,116000,121000,115000,120500,116000,108520,102395,89885,85607.5,5490760,6019060,4701048,3901357,3793403,
2020/12/08,118000,118000,114000,115000,113700,106190,100720,89153.33,85326.67,4536460,6418580,4558440,3868870,3782319,
2020/12/07,118500,120000,116000,118000,110800,104550,99295,88525,85080,5191354,6402392,4474107,3858569,3773838,
2020/12/04,116000,119500,112500,115000,106700,102750,97695,87881.67,84780,8258814,6139689,4336755,3828386,3769828,
2020/12/03,110500,114500,109000,111500,103460,100930,96260,87271.67,84531.67,6617912,4883136,4067005,3737188,3740524,
2020/12/02,103000,109500,103000,109000,101040,99600,94990,86725,84340,7488361,4146212,3940226,3703265,3730936,
2020/12/01,98600,101500,97800,100500,98680,98500,93700,86220,84188.33,4455519,3464844,3754922,3695168,3693910,
2020/11/30,99700,99800,97300,97500,98300,98260,92745,85803.33,84099.17,3877841,3326949,3635033,3660399,3685198,
2020/11/27,99600,99900,98200,98800,98800,98310,91850,85431.67,84045,1976047,3381183,3541160,3638079,3684460,
2020/11/26,96800,99500,96300,99400,98400,97400,90905,85036.67,83975,2933290,3470775,3577882,3690364,3701331,
2020/11/25,100500,100500,96300,97200,98160,96270,90020,84676.67,83877.5,4081524,3437454,3563083,3683342,3732539,
2020/11/24,101000,102000,98300,98600,98320,95250,89305,84375,83806.67,3766043,3367957,3447685,3685707,3795545,
2020/11/23,97300,101000,96600,100000,98220,94040,88505,84045,83679.17,4149013,3658407,3372673,3701973,3790113,
2020/11/20,99000,99000,96800,96800,97820,92640,87665,83661.67,83542.5,2424003,4683460,3248365,3690714,3790583,
2020/11/19,96200,98300,96000,98200,96400,91590,87020,83306.67,83415,2766688,4953515,3257645,3721958,3827176,
2020/11/18,99800,100500,96600,98000,94380,90380,86275,82911.67,83295.83,3734037,5201464,3249009,3804180,3881018,
2020/11/17,97400,99600,96500,98100,92180,88900,85565,82475,83157.5,5218295,4982380,3308601,3862950,3874454,
2020/11/16,92100,98100,91100,98000,89860,87230,84920,82090,83022.5,9274278,4508678,3378818,3909783,3856302,
2020/11/13,88100,90000,87500,89700,87460,85390,84355,81758.33,82884.17,3774278,3142688,3072605,3837650,3802769,
2020/11/12,87600,88400,87000,88100,86780,84410,84135,81600,82814.17,4006433,2960594,3005668,3817904,3800248,
2020/11/11,86100,87200,85900,87000,86380,83770,84085,81476.67,82775,2638617,2975773,2945491,3818620,3789185,
2020/11/10,86900,87200,85900,86500,85620,83360,84060,81376.67,82750.83,2849783,3204508,2974749,3834574,3799900,
2020/11/09,86500,87300,85600,86000,84600,82970,84145,81290,82719.17,2444330,3046096,3151032,3840978,3814657,
2020/11/06,86500,87700,86000,86300,83320,82690,84120,81213.33,82678.33,2863808,2957309,3252029,3854859,3838406,
2020/11/05,84100,86200,83300,86100,82040,82450,83950,81118.33,82641.67,4082325,2926643,3275379,3889573,3849281,
2020/11/04,82100,84400,81200,83200,81160,82170,83815,81035,82595.83,3782296,2637641,3183981,3878067,3868676,
2020/11/03,79600,81400,79600,81400,81100,82230,83805,80993.33,82599.17,2057723,2235893,3132373,3890645,3881918,
2020/11/02,80200,80600,79200,79600,81340,82610,83895,80996.67,82635,2000394,2277512,3199332,3906449,3894557,
2020/10/30,81600,82100,79900,79900,82060,83320,84115,81033.33,82675.83,2710477,2210002,3334707,3931161,3901221,
2020/10/29,81900,82400,81000,81700,82860,83860,84245,81081.67,82718.33,2637314,2189826,3356887,3966803,3920631,
2020/10/28,82100,83600,82000,82900,83180,84400,84305,81141.67,82724.17,1773556,2181158,3385301,4037361,3920824,
2020/10/27,82300,83400,81800,82600,83360,84760,84375,81146.67,82720,2265817,2811622,3616701,4069797,3933973,
2020/10/26,84300,84700,83000,83200,83880,85320,84425,81155,82706.67,1662847,3682986,3725364,4107678,3959092,
2020/10/23,82800,84700,82300,83900,84580,85550,84330,81148.33,82710.83,2609595,3980419,3849221,4126375,3976489,
2020/10/22,84200,84300,82500,83300,84860,85450,84360,81145,82706.67,2593975,3945608,3923889,4144006,3981455,
2020/10/21,85300,86200,82800,83800,85620,85460,84380,81130,82700.83,4925877,3987393,4054157,4160633,3986801,
2020/10/20,85300,90900,83700,85200,86160,85380,84300,81120,82680.83,6622637,3646971,4010615,4126474,3972361,
2020/10/19,86100,87900,85800,86700,86760,85180,84115,81101.67,82659.17,3150011,3597533,3835439,4085780,3971502,
2020/10/16,87000,87900,84900,85300,86520,84910,83875,81026.67,82635.83,2435541,3860384,3972909,4066757,3989717,
2020/10/15,86100,87300,85900,87100,86040,84630,83610,80986.67,82602.5,2802900,4039441,4056114,4052483,4011843,
2020/10/14,88000,88900,86100,86500,85300,84210,83175,80913.33,82560,3223767,3929732,4057532,4044306,4030385,
2020/10/13,85500,89000,84600,88200,84600,83990,82680,80855,82540,6375448,3835007,4073420,4040984,4055233,
2020/10/12,83900,85500,83500,85500,83600,83530,82135,80766.67,82482.5,4464264,3239297,3950569,3968871,4039355,
2020/10/08,84300,84500,82900,82900,83300,83110,81830,80725,82455.83,3330824,3288023,3896374,3929149,4030021,
2020/10/07,82900,83700,82500,83400,83220,83270,81605,80723.33,82443.33,2254356,3252672,3869179,3910328,4032391,
2020/10/06,84000,84200,82600,83000,83120,83300,81370,80716.67,82449.17,2750145,3442920,3985590,3939461,4044233,
2020/10/05,83000,84100,82300,83200,83380,83220,81155,80728.33,82465.83,3396894,4173203,4198209,3952352,4050944,
2020/09/29,83100,84900,82200,84000,83460,83050,80770,80755,82476.67,4707898,4381641,4146832,3949010,4053883,
2020/09/28,83400,83700,81300,82500,82920,82840,80330,80788.33,82491.67,3154068,4268058,4038371,3913241,4066223,
2020/09/25,85800,85900,82200,82900,83320,82590,79960,80836.67,82496.67,3205596,4457834,4136324,3897271,4088141,
2020/09/24,82800,85400,82300,84300,83480,82140,79705,80861.67,82469.17,6401560,4856582,4101642,3898767,4092721,
2020/09/23,82300,84800,80500,83600,83060,81370,79445,80878.33,82433.33,4439085,4387280,3992737,3831784,4084328,
2020/09/22,84400,84800,80200,81300,82640,80740,79205,80903.33,82390,4139983,4123285,4007881,3840859,4104383,
2020/09/21,83700,85000,83600,84500,82760,80550,78990,80941.67,82406.67,4102947,4475170,3974556,3820733,4114329,
2020/09/18,82900,83900,82200,83700,81860,79940,78540,80943.33,82400,5199334,4474510,3984339,3800509,4124055,
2020/09/17,81900,82900,81200,82200,80800,79440,78080,80953.33,82396.67,4055050,4000895,4109374,3770472,4148108,
2020/09/16,81700,82400,80500,81500,79680,79090,77560,81016.67,82384.17,3119110,3898189,4269633,3770885,4180110,
2020/09/15,81300,82100,80200,81900,78840,78490,77235,81060,82409.17,5899410,4058054,4515093,3768164,4227344,
2020/09/14,79100,80100,78900,80000,78340,77820,77045,81110,82382.5,4099644,3554243,4467436,3705960,4238577,
2020/09/11,76700,78500,76300,78400,78020,77330,77055,81200,82294.17,2831262,3291700,4391931,3691235,4272683,
2020/09/10,78000,78200,76600,76600,78080,77270,77170,81330,82264.17,3541520,3641961,4452838,3685449,4322006,
2020/09/09,77900,78400,77200,77300,78500,77520,77390,81500,82200.83,3918435,4334163,4455553,3695768,4385330,
2020/09/08,78700,80000,78200,79400,78140,77670,77590,81635,82165.83,3380355,4024348,4421332,3689107,4418922,
2020/09/07,78600,79500,77600,78400,77300,77430,77690,81678.33,82174.17,2786930,3856012,4416176,3711269,4449981,
2020/09/04,76400,79400,76100,78700,76640,77140,77800,81791.67,82192.5,4582566,4321252,4524161,3743859,4469238,
2020/09/03,77700,79700,77200,78700,76460,76720,77920,81955,82224.17,7002529,3907130,4464630,3758606,4499056,
2020/09/02,75900,76400,74900,75500,76540,76030,78020,82156.67,82258.33,2369360,3351314,4341354,3692651,4508967,
2020/09/01,75200,76500,75200,75200,77200,75980,78325,82395,82341.67,2538676,3825835,4373182,3709996,4532774,
2020/08/31,78200,78800,75100,75100,77560,76270,78655,82658.33,82457.5,5113128,4012797,4420404,3730842,4566445,
2020/08/28,79500,79600,77700,77800,77640,76780,79040,82913.33,82555.83,2511956,3849896,4407197,3712299,4575474,
2020/08/27,80200,80200,78800,79100,76980,77070,79415,83078.33,82679.17,4223450,4887510,4625141,3781737,4581887,
2020/08/26,78000,79100,77100,78800,75520,77260,79620,83238.33,82810.83,4741965,5494865,4599953,3905383,4580265,
2020/08/25,76300,77700,75400,77000,74760,77510,79835,83313.33,82940,3473488,6152133,4589791,3878253,4582287,
2020/08/24,74600,77200,73700,75500,74980,77950,80125,83423.33,83071.67,4298619,6446691,4555349,3890451,4599783,
2020/08/21,72800,77000,72500,74500,75920,78460,80535,83523.33,83210,7700029,6104878,4523789,3932394,4617147,
2020/08/20,74400,74400,71300,71800,77160,79120,80930,83680,83321.67,7260223,5374749,4318369,3957857,4621079,
2020/08/19,77300,78000,75000,75000,79000,80010,81500,83840,83496.67,8028305,4641870,4099173,3885958,4599281,
2020/08/18,80000,80200,78000,78100,80260,80670,81955,83955,83660,4946279,3683012,3906809,3802822,4585757,
2020/08/14,80200,81100,80100,80200,80920,81040,82160,84010,83825.83,2589552,3349204,3759926,3767888,4599488,
2020/08/13,81900,82000,80300,80700,81000,81300,82295,84028.33,83986.67,4049387,3820619,3709402,3782591,4624165,
2020/08/12,81100,81300,80200,81000,81080,81760,82395,84073.33,84172.5,3595828,3689130,3622548,3759750,4624293,
2020/08/11,81700,82000,81000,81300,81020,81980,82495,84125,84364.17,3234013,3877365,3593978,3765227,4620109,
2020/08/10,80100,81900,79800,81400,81080,82160,82575,84148.33,84549.17,3277238,3831750,3534711,3788337,4612456,
2020/08/07,81200,81300,80000,80600,81160,82300,82655,84143.33,84720.83,4946631,3872924,3474896,3821952,4608393,
2020/08/06,80700,81900,80700,81100,81600,82610,82765,84165,84924.17,3391939,3853395,3337642,3808990,4577089,
2020/08/05,81200,81300,80500,80700,82440,82740,82860,84156.67,85119.17,4537005,4549176,3368164,3859285,4564599,
2020/08/04,81800,82500,81400,81600,82940,82990,83010,84205,85296.67,3005937,4385711,3317494,3873192,4556120,
2020/08/03,82400,82600,81500,81800,83240,83240,83170,84273.33,85450,3483106,4692267,3327015,3882666,4552875,
